contrast,lead_h,patch_region,n_obs,mean_recovery,median_recovery,std_recovery
actual_vs_uniform_tp,6,hotspot_gaussian,16,0.11827723717290844,0.46374950612406163,1.035557965105303
actual_vs_uniform_tp,6,low_near_gaussian,16,-0.03586995242453262,0.0036546819438956933,0.5849795334983501
actual_vs_uniform_tp,6,mountain_near,16,0.39708390424620305,0.33532515212468084,0.36064798522293817
actual_vs_uniform_tp,6,remote_control,16,-0.09514812670235734,-0.012060647829083391,0.25966348177082077
actual_vs_uniform_tp,6,target_box,16,-0.24926971201484777,0.04178190438561833,1.6078202496328757
actual_vs_uniform_tp,6,upstream,16,0.22088660057056794,0.1412485183721849,0.6168510427905862
actual_vs_uniform_tp,6,whole,16,0.13388213410770544,0.6943487250172296,1.3874980120207772
actual_vs_uniform_tp,12,hotspot_gaussian,16,1.1793381361834572,1.4470091834202035,1.6489252207594907
actual_vs_uniform_tp,12,low_near_gaussian,16,0.4380375592665602,-0.04782042940793754,1.6410724408729438
actual_vs_uniform_tp,12,mountain_near,16,1.0546205309166319,0.6831489915419648,1.5627635297509757
actual_vs_uniform_tp,12,remote_control,16,0.5877837552338906,0.14118412491867274,1.3310568886783878
actual_vs_uniform_tp,12,target_box,16,0.48668928690868885,0.21633051398828887,1.209493112855522
actual_vs_uniform_tp,12,upstream,16,1.1467212719979238,0.2797657774886142,1.8544688702925087
actual_vs_uniform_tp,12,whole,16,1.7982313147539801,1.4959219697531219,1.617706536436897
actual_vs_uniform_tp,24,hotspot_gaussian,16,-0.5752077240758146,-0.009370088260186192,1.5669658869038112
actual_vs_uniform_tp,24,low_near_gaussian,16,-1.0397859641343408,-0.005742957320759279,1.9506949105890157
actual_vs_uniform_tp,24,mountain_near,16,-0.5084337108602318,0.0,1.918537661861344
actual_vs_uniform_tp,24,remote_control,16,-1.86117552343299,-0.12088421392012251,2.497949882656613
actual_vs_uniform_tp,24,target_box,16,-1.1528143798995232,0.09493007697577882,3.1849783473372293
actual_vs_uniform_tp,24,upstream,16,-1.9211639233125908,0.0,3.102297413576411
actual_vs_uniform_tp,24,whole,16,0.6359131906112765,0.6085116672711885,1.875085709639765
