contrast,lead_h,patch_region,n_obs,mean_recovery,median_recovery,std_recovery
actual_vs_uniform_tp,6,hotspot_gaussian,16,0.7539095699473058,0.7488738738738738,1.897281543069741
actual_vs_uniform_tp,6,low_near_gaussian,16,0.41519526602073764,0.24150943396226415,1.9196666977986505
actual_vs_uniform_tp,6,mountain_near,16,-0.5109372344042156,-0.05405405405405406,2.8281005265196493
actual_vs_uniform_tp,6,remote_control,16,-0.48218861550229475,-0.08679245283018867,1.4291516308808099
actual_vs_uniform_tp,6,target_box,16,0.035257840387557304,1.0433962264150942,2.701955893121808
actual_vs_uniform_tp,6,upstream,16,-0.11420087540370555,0.0,1.390173521446031
actual_vs_uniform_tp,6,whole,16,-0.0017141551929288068,0.5245283018867924,1.2243809396524858
actual_vs_uniform_tp,12,hotspot_gaussian,16,0.8104211151346427,0.5381465811382558,0.9076418303705361
actual_vs_uniform_tp,12,low_near_gaussian,16,0.28433232668676034,0.21526635658853838,0.6757752990944865
actual_vs_uniform_tp,12,mountain_near,16,1.193900632189758,1.1027178257394086,1.0890182105524027
actual_vs_uniform_tp,12,remote_control,16,0.7108946662787144,0.3927581559701059,0.7090789897367854
actual_vs_uniform_tp,12,target_box,16,0.5769149250000846,0.5663469224620303,0.9529953592360448
actual_vs_uniform_tp,12,upstream,16,0.6122746575497894,0.47222601337518766,0.7673812571632248
actual_vs_uniform_tp,12,whole,16,0.647579834317342,0.48355397843592196,1.0087802488038604
actual_vs_uniform_tp,24,hotspot_gaussian,16,0.4751894036572194,0.24274661508704062,1.4901311174071263
actual_vs_uniform_tp,24,low_near_gaussian,16,0.7397022633204178,-0.20253062540296582,4.075406621695982
actual_vs_uniform_tp,24,mountain_near,16,0.8800685910034186,0.3570277240490006,2.4620236378162175
actual_vs_uniform_tp,24,remote_control,16,0.8528543553220513,0.0,3.935423856237957
actual_vs_uniform_tp,24,target_box,16,2.608759780667384,0.8871695680206318,3.227797439580373
actual_vs_uniform_tp,24,upstream,16,-1.0373956337939845,-0.8832852884043279,3.0447288910238997
actual_vs_uniform_tp,24,whole,16,0.4149410562058293,0.405705996131528,1.7197847713419818
