contrast,lead_h,patch_site,n_obs,mean_recovery,median_recovery,std_recovery
actual_vs_uniform_tp,6,dec_s0_pre_skip,14,-1.3153371700541512,-0.38063063063063063,3.114269750542753
actual_vs_uniform_tp,6,dec_s1_post_skip,14,0.3484197809669508,0.3335925548189699,0.7592297486525059
actual_vs_uniform_tp,6,dec_s1_pre_skip,14,0.32345438430344087,0.27415859255481895,2.135538049514948
actual_vs_uniform_tp,6,dec_s2_post_concat,14,0.4825987712780166,0.45495495495495497,0.9568825100018664
actual_vs_uniform_tp,6,dec_s2_pre_concat,14,0.3484197809669508,0.3335925548189699,0.7592297486525059
actual_vs_uniform_tp,6,enc_s0_skip,14,1.2367208178528932,0.8377358490566038,1.3771473591927523
actual_vs_uniform_tp,6,enc_s1_skip,14,0.0,0.0,0.0
actual_vs_uniform_tp,6,enc_s2_bottleneck,14,-1.3153371700541512,-0.38063063063063063,3.114269750542753
actual_vs_uniform_tp,12,dec_s0_pre_skip,14,0.6166178523577441,0.48171147809471815,1.107219873297102
actual_vs_uniform_tp,12,dec_s1_post_skip,14,0.6922054432727481,0.48689777535143985,0.7444408423514732
actual_vs_uniform_tp,12,dec_s1_pre_skip,14,1.3271613402019518,1.1879701643352987,0.8394115074873704
actual_vs_uniform_tp,12,dec_s2_post_concat,14,0.9111665531191026,0.7165961512215095,1.019176946023998
actual_vs_uniform_tp,12,dec_s2_pre_concat,14,0.6922054432727481,0.48689777535143985,0.7444408423514732
actual_vs_uniform_tp,12,enc_s0_skip,14,0.6712462664546364,0.5948546471953051,0.7352388046455789
actual_vs_uniform_tp,12,enc_s1_skip,14,0.0,0.0,0.0
actual_vs_uniform_tp,12,enc_s2_bottleneck,14,0.6166178523577441,0.48171147809471815,1.107219873297102
actual_vs_uniform_tp,24,dec_s0_pre_skip,14,0.3681047863677679,0.1513539651837524,3.3971062926535858
actual_vs_uniform_tp,24,dec_s1_post_skip,14,1.4005311152554092,0.9337962127949814,2.2503514618807277
actual_vs_uniform_tp,24,dec_s1_pre_skip,14,-0.7766260828063866,-0.4700841278627418,2.21165126191353
actual_vs_uniform_tp,24,dec_s2_post_concat,14,0.20699110728271983,-0.4439877498388137,4.307110740105621
actual_vs_uniform_tp,24,dec_s2_pre_concat,14,1.4005311152554092,0.9337962127949814,2.2503514618807277
actual_vs_uniform_tp,24,enc_s0_skip,14,2.67135724814284,0.6220180528691167,3.8994496342083282
actual_vs_uniform_tp,24,enc_s1_skip,14,0.0,0.0,0.0
actual_vs_uniform_tp,24,enc_s2_bottleneck,14,0.3681047863677679,0.1513539651837524,3.3971062926535858
