contrast,lead_h,patch_region,n_obs,mean_recovery,median_recovery,std_recovery
actual_vs_uniform_tp,6,hotspot_gaussian,16,0.27353234523725223,0.3559177803226571,0.6061402173255127
actual_vs_uniform_tp,6,low_near_gaussian,16,0.34681993018945784,0.05901769210456826,0.7082933650682347
actual_vs_uniform_tp,6,mountain_near,16,0.5769540184577776,0.31674148402429364,0.8371771976457614
actual_vs_uniform_tp,6,remote_control,16,-0.2919801267738237,-0.09658581345693865,0.4157156472024645
actual_vs_uniform_tp,6,target_box,16,0.374440406832245,0.48414795244385733,0.3509106274799146
actual_vs_uniform_tp,6,upstream,16,0.6566976854350157,0.1898600475310272,1.3683485303305585
actual_vs_uniform_tp,6,whole,16,0.7136385221952735,0.7609617690220908,0.5003213760645924
actual_vs_uniform_tp,12,hotspot_gaussian,16,0.9470813538790428,0.9290513833992095,0.7289938913116443
actual_vs_uniform_tp,12,low_near_gaussian,16,0.5535441405144464,0.4967378894144512,1.6506785418456744
actual_vs_uniform_tp,12,mountain_near,16,-0.16129893407635534,0.011784374490295221,1.73071523788705
actual_vs_uniform_tp,12,remote_control,16,0.49506607788579127,0.5731225296442688,1.0477757280084408
actual_vs_uniform_tp,12,target_box,16,0.7004871165972448,0.3241428095281995,1.160661182652369
actual_vs_uniform_tp,12,upstream,16,0.3113557349322403,0.9921709345946828,1.9140245168469732
actual_vs_uniform_tp,12,whole,16,1.3736062455234623,1.6353754940711462,1.4191144436207703
actual_vs_uniform_tp,24,hotspot_gaussian,16,0.1711370717476115,0.3137415859464784,1.1606562898613333
actual_vs_uniform_tp,24,low_near_gaussian,16,-0.08833141759090882,0.14652766376621246,1.244367723196434
actual_vs_uniform_tp,24,mountain_near,16,0.47597659115700997,0.15086124046346924,0.704774559872234
actual_vs_uniform_tp,24,remote_control,16,0.31804323360332665,0.14496798555245444,1.163051391929962
actual_vs_uniform_tp,24,target_box,16,-0.7230663313601036,-0.14755426683612555,1.5798383632150064
actual_vs_uniform_tp,24,upstream,16,0.7861136448948557,0.8683912920554142,1.3835013259692455
actual_vs_uniform_tp,24,whole,16,0.7583323800457922,1.3305060785976817,1.367176472969814
