contrast,lead_h,patch_region,n_obs,mean_recovery,median_recovery,std_recovery
actual_vs_uniform_q,6,hotspot_gaussian,16,0.2677708216701371,0.16251161232531214,0.3155015992731601
actual_vs_uniform_q,6,low_near_gaussian,16,0.025087934642689207,0.02478295852979885,0.021550746722409125
actual_vs_uniform_q,6,mountain_near,16,0.12981650408762765,0.05188083727422822,0.15990202231475337
actual_vs_uniform_q,6,remote_control,16,-0.00017274731676398945,-3.392167555297595e-06,0.0004924170788885165
actual_vs_uniform_q,6,target_box,16,0.27398131044338103,0.16234626522737747,0.3217137300538215
actual_vs_uniform_q,6,upstream,16,0.06218808929101002,0.029479924567551274,0.11923729835370106
actual_vs_uniform_q,6,whole,16,0.35055864564357225,0.21125077749467125,0.42894795833348237
actual_vs_uniform_q,12,hotspot_gaussian,16,0.7184406542908156,1.1868246913463874,1.1264970350255696
actual_vs_uniform_q,12,low_near_gaussian,16,-0.028144509546975414,0.004243873160735686,0.06311074336136312
actual_vs_uniform_q,12,mountain_near,16,-0.13431724935899095,0.0076715652196454286,0.4396752112017531
actual_vs_uniform_q,12,remote_control,16,0.0018207706621030423,0.000372045727159397,0.010179622661427046
actual_vs_uniform_q,12,target_box,16,-0.00287561816462005,0.12638095832852198,0.7645721590712412
actual_vs_uniform_q,12,upstream,16,0.8437475985994602,1.2296732831695114,0.8759589390731402
actual_vs_uniform_q,12,whole,16,1.0076468106155572,1.4298526839634356,1.4464451290852285
actual_vs_uniform_q,24,hotspot_gaussian,16,0.996364399846019,0.7280739586616098,0.7233629090749979
actual_vs_uniform_q,24,low_near_gaussian,16,0.036491244271171314,0.0348971875917647,0.020087771515934848
actual_vs_uniform_q,24,mountain_near,16,0.07441885736742024,0.07997343360423725,0.06367483958808365
actual_vs_uniform_q,24,remote_control,16,-0.09589583156179754,-0.006999081731343932,0.13879481291179396
actual_vs_uniform_q,24,target_box,16,0.10293551896587054,0.09712540582624016,0.09390824682417458
actual_vs_uniform_q,24,upstream,16,0.550729739666718,0.2901029384596994,0.4886550479804188
actual_vs_uniform_q,24,whole,16,0.6319163619000705,0.6311225083573118,0.2896814367331529
