case_id,target,role,model_key,variable,input_name,target_metric,baseline,contrast,lead_h,patch_site,patch_region,score_base,score_source,score_patched,delta_source_minus_base,delta_patched_minus_base,recovery,hotspot_lat,hotspot_lon,low_near_lat,low_near_lon
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s0_skip,whole,5.727259635925293,7.7655253410339355,7.841266632080078,2.0382657051086426,2.114006996154785,1.03715967494145,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s0_skip,target_box,5.727259635925293,7.7655253410339355,7.4266791343688965,2.0382657051086426,1.6994194984436035,0.8337575882203355,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s0_skip,mountain_near,5.727259635925293,7.7655253410339355,6.688532829284668,2.0382657051086426,0.961273193359375,0.4716132891556146,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s0_skip,upstream,5.727259635925293,7.7655253410339355,6.475824356079102,2.0382657051086426,0.7485647201538086,0.36725571071407936,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s0_skip,hotspot_gaussian,5.727259635925293,7.7655253410339355,7.173708915710449,2.0382657051086426,1.4464492797851562,0.7096470671904174,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s0_skip,low_near_gaussian,5.727259635925293,7.7655253410339355,5.862142086029053,2.0382657051086426,0.13488245010375977,0.06617510649651555,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s0_skip,remote_control,5.727259635925293,7.7655253410339355,5.72700309753418,2.0382657051086426,-0.00025653839111328125,-0.0001258611134310418,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s1_skip,whole,5.727259635925293,7.7655253410339355,5.727259635925293,2.0382657051086426,0.0,0.0,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s1_skip,target_box,5.727259635925293,7.7655253410339355,5.727259635925293,2.0382657051086426,0.0,0.0,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s1_skip,mountain_near,5.727259635925293,7.7655253410339355,5.727259635925293,2.0382657051086426,0.0,0.0,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s1_skip,upstream,5.727259635925293,7.7655253410339355,5.727259635925293,2.0382657051086426,0.0,0.0,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s1_skip,hotspot_gaussian,5.727259635925293,7.7655253410339355,5.727259635925293,2.0382657051086426,0.0,0.0,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s1_skip,low_near_gaussian,5.727259635925293,7.7655253410339355,5.727259635925293,2.0382657051086426,0.0,0.0,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,q,q,q850_box_mean_g_per_kg,per-timestep/per-level spatial mean,actual_vs_uniform_q,6,enc_s1_skip,remote_control,5.727259635925293,7.7655253410339355,5.727259635925293,2.0382657051086426,0.0,0.0,-46.52252252252252,163.69000921133608,-31.52252252252252,178.69000921133608
