contrast,lead_h,patch_site,n_obs,mean_recovery,median_recovery,std_recovery
actual_vs_uniform_q,6,dec_s0_pre_skip,14,0.011276527751546434,4.7838774104013744e-05,0.03421233598620908
actual_vs_uniform_q,6,dec_s1_post_skip,14,0.17212843444596918,0.14746077276689845,0.17476429991269757
actual_vs_uniform_q,6,dec_s1_pre_skip,14,-0.007899339857307437,-0.0030267539033096507,0.03371485141803525
actual_vs_uniform_q,6,dec_s2_post_concat,14,0.4312613133892041,0.33357281949982226,0.3757900644039022
actual_vs_uniform_q,6,dec_s2_pre_concat,14,0.17212843444596918,0.14746077276689845,0.17476429991269757
actual_vs_uniform_q,6,enc_s0_skip,14,0.47752016888639026,0.419434499934847,0.3762225656544102
actual_vs_uniform_q,6,enc_s1_skip,14,0.0,0.0,0.0
actual_vs_uniform_q,6,enc_s2_bottleneck,14,0.011276527751546434,4.7838774104013744e-05,0.03421233598620908
actual_vs_uniform_q,12,dec_s0_pre_skip,14,0.8326800485262857,0.4953751887007888,0.8592419387146032
actual_vs_uniform_q,12,dec_s1_post_skip,14,0.544368004735685,0.24625683310281732,0.6391731880963402
actual_vs_uniform_q,12,dec_s1_pre_skip,14,0.855550595453348,0.5154002073435173,0.8588235989147327
actual_vs_uniform_q,12,dec_s2_post_concat,14,0.12525659147415089,-0.006223232778886864,0.5772964194582159
actual_vs_uniform_q,12,dec_s2_pre_concat,14,0.544368004735685,0.24625683310281732,0.6391731880963402
actual_vs_uniform_q,12,enc_s0_skip,14,-0.9848250567687548,-0.4817258679888675,1.0658173215430977
actual_vs_uniform_q,12,enc_s1_skip,14,0.0,0.0,0.0
actual_vs_uniform_q,12,enc_s2_bottleneck,14,0.8326800485262857,0.4953751887007888,0.8592419387146032
actual_vs_uniform_q,24,dec_s0_pre_skip,14,0.33699104191829105,0.12756812402758994,0.42651502491791365
actual_vs_uniform_q,24,dec_s1_post_skip,14,0.39599893745014203,0.18829363677856142,0.5581570046739215
actual_vs_uniform_q,24,dec_s1_pre_skip,14,0.3701504182238618,0.13267284098194979,0.4755733113374513
actual_vs_uniform_q,24,dec_s2_post_concat,14,0.5025938101355231,0.17463540930874474,0.7666909082344119
actual_vs_uniform_q,24,dec_s2_pre_concat,14,0.39599893745014203,0.18829363677856142,0.5581570046739215
actual_vs_uniform_q,24,enc_s0_skip,14,0.28637328771000264,0.06834133949747775,0.3984346724862262
actual_vs_uniform_q,24,enc_s1_skip,14,0.0,0.0,0.0
actual_vs_uniform_q,24,enc_s2_bottleneck,14,0.33699104191829105,0.12756812402758994,0.42651502491791365
