target,init_time,stratum,tcwv,tcwv_pct,precip,precip_pct,month,resid_rms,resid_mean,resid_std
atlas,2020-09-09T12:00:00,low,15.419054985046387,16.666666666666664,,,9,17.671058654785156,-12.898173809051514,12.056145668029785
atlas,2020-04-16T00:00:00,typical,13.287692070007324,59.166666666666664,,,4,13.377024173736572,-9.734783172607422,9.126617908477783
atlas,2020-11-03T12:00:00,typical,11.03667163848877,43.333333333333336,,,11,14.837415218353271,-11.578701972961426,9.275099277496338
atlas,2020-09-12T00:00:00,typical,19.569419860839844,55.41666666666667,,,9,15.415167808532715,-10.317966938018799,11.452783107757568
atlas,2022-11-09T12:00:00,humid,15.050762176513672,84.16666666666667,,,11,15.395498275756836,-12.68494701385498,8.715357303619385
atlas,2023-09-11T00:00:00,humid,24.602190017700195,87.91666666666667,,,9,19.213479042053223,-10.93062162399292,15.789363861083984
atlas,2021-12-20T00:00:00,humid,13.820328712463379,83.87096774193549,,,12,11.831521034240723,-6.819509983062744,9.649147033691406
atlas,2023-06-21T00:00:00,extreme,25.577085494995117,97.08333333333333,,,6,19.010642051696777,-9.657927989959717,16.27607297897339
atlas,2023-02-16T12:00:00,extreme,16.056182861328125,96.90265486725663,,,2,13.358920097351074,-9.245495319366455,9.624659061431885
atlas,2023-11-01T00:00:00,extreme,20.103271484375,98.33333333333333,,,11,17.30961799621582,-12.831614971160889,11.61550235748291
new_zealand_alps,2021-04-24T12:00:00,low,9.595209121704102,15.0,,,4,7.201743125915527,-3.6476263999938965,6.2007737159729
new_zealand_alps,2021-03-18T00:00:00,low,11.944576263427734,15.32258064516129,,,3,12.503652095794678,-8.763418912887573,8.914753675460815
new_zealand_alps,2023-09-12T12:00:00,low,7.632527828216553,25.416666666666664,,,9,7.291029453277588,-4.562917232513428,5.67852258682251
new_zealand_alps,2021-09-28T12:00:00,typical,9.853133201599121,47.91666666666667,,,9,8.94566822052002,-6.578760623931885,6.061053037643433
new_zealand_alps,2023-03-24T00:00:00,typical,14.793403625488281,43.145161290322584,,,3,12.18112325668335,-9.72423505783081,7.3151421546936035
new_zealand_alps,2021-06-17T00:00:00,typical,10.858006477355957,46.25,,,6,7.243799448013306,-4.467257738113403,5.696700096130371
new_zealand_alps,2020-12-23T12:00:00,humid,24.805620193481445,86.69354838709677,,,12,8.91112232208252,0.5161935091018677,8.711181402206421
new_zealand_alps,2020-04-02T00:00:00,humid,16.515344619750977,75.0,,,4,9.9344162940979,-6.561974287033081,7.442780256271362
new_zealand_alps,2022-05-18T12:00:00,humid,16.008403778076172,71.7741935483871,,,5,8.054989337921143,-2.6638619899749756,7.588554859161377
new_zealand_alps,2023-10-25T12:00:00,extreme,22.74798583984375,95.16129032258065,,,10,8.887882232666016,-5.4997498989105225,6.911811590194702
new_zealand_alps,2022-08-05T12:00:00,extreme,21.20111083984375,98.38709677419355,,,8,7.1939239501953125,-3.4327008724212646,6.249650239944458
new_zealand_alps,2023-12-23T00:00:00,extreme,28.518224716186523,97.58064516129032,,,12,9.891992092132568,-4.900457262992859,8.551994800567627
caucasus,2022-12-23T00:00:00,low,5.642417907714844,25.403225806451612,,,12,11.142414569854736,-7.710880279541016,8.043346643447876
caucasus,2022-03-27T00:00:00,low,5.710938453674316,24.596774193548388,,,3,12.389896392822266,-8.343549251556396,9.159403324127197
caucasus,2020-05-14T12:00:00,low,11.151910781860352,18.548387096774192,,,5,21.344058990478516,-11.763518810272217,17.771886825561523
caucasus,2022-08-23T12:00:00,typical,20.893756866455078,42.74193548387097,,,8,25.24110984802246,-14.083143711090088,20.918485641479492
caucasus,2021-07-11T00:00:00,typical,21.818531036376953,41.12903225806452,,,7,25.252968788146973,-10.641439437866211,22.900744438171387
caucasus,2021-12-27T12:00:00,typical,7.079448223114014,47.983870967741936,,,12,10.169456481933594,-6.059147119522095,8.15622067451477
caucasus,2022-10-07T00:00:00,humid,17.20355224609375,82.66129032258065,,,10,26.60166645050049,-13.782801151275635,22.74063777923584
caucasus,2021-02-13T00:00:00,humid,8.592330932617188,82.30088495575221,,,2,14.168333530426025,-7.781504154205322,11.827467918395996
caucasus,2023-04-19T12:00:00,humid,13.812161445617676,76.66666666666667,,,4,19.145048141479492,-9.766667366027832,16.465012073516846
caucasus,2020-03-13T12:00:00,extreme,13.732146263122559,95.16129032258065,,,3,18.10677719116211,-11.170626640319824,14.20970630645752
caucasus,2023-09-07T12:00:00,extreme,25.851686477661133,97.5,,,9,34.39155197143555,-15.871991157531738,30.472668647766113
caucasus,2023-03-16T12:00:00,extreme,14.211808204650879,97.58064516129032,,,3,17.079669952392578,-7.353246450424194,15.415599346160889
