contrast,lead_h,patch_region,n_obs,mean_recovery,median_recovery,std_recovery
actual_vs_uniform_zwd,6,hotspot_gaussian,16,-0.07160339889065609,0.0,3.8596620659490664
actual_vs_uniform_zwd,6,low_near_gaussian,16,0.13238550752445197,0.024236907998832512,0.3043501783314454
actual_vs_uniform_zwd,6,mountain_near,16,-0.40112563843721766,-0.006866675883681276,1.164108764583951
actual_vs_uniform_zwd,6,remote_control,16,-0.07875887509283754,-0.0031268149202596947,0.1738155577171554
actual_vs_uniform_zwd,6,target_box,16,-0.24501962781809905,0.32779544372244496,3.192684698503673
actual_vs_uniform_zwd,6,upstream,16,0.49405898152504624,0.9120927231669662,3.154996676356609
actual_vs_uniform_zwd,6,whole,16,-1.24202475764839,0.48911895203887595,8.44289440573642
actual_vs_uniform_zwd,12,hotspot_gaussian,16,1.8622269513230223,1.9568384701328307,2.896997731437183
actual_vs_uniform_zwd,12,low_near_gaussian,16,-0.19629446901979536,-0.073914613639698,0.25230461631530526
actual_vs_uniform_zwd,12,mountain_near,16,1.9630685256813556,1.1529571000935928,1.862598743598324
actual_vs_uniform_zwd,12,remote_control,16,-0.0875169830100527,-0.011305285016194743,0.16789658060138493
actual_vs_uniform_zwd,12,target_box,16,1.2466217971880988,-0.016945231297046576,3.176956419210097
actual_vs_uniform_zwd,12,upstream,16,0.6020074510233226,1.651032195486625,2.487330652721523
actual_vs_uniform_zwd,12,whole,16,5.445765878918301,2.240415759121534,5.296456937854645
actual_vs_uniform_zwd,24,hotspot_gaussian,16,0.1375671527125805,-0.1329352307123389,0.8224282080269617
actual_vs_uniform_zwd,24,low_near_gaussian,16,0.5135354786279165,0.11382219604727925,0.5622554002408648
actual_vs_uniform_zwd,24,mountain_near,16,0.7145426482758759,0.08240313368852122,1.4560743370193276
actual_vs_uniform_zwd,24,remote_control,16,0.1564027758071781,0.012121129113993398,0.23229763486941332
actual_vs_uniform_zwd,24,target_box,16,-0.04211173031233549,0.017777656033856986,0.51131206865416
actual_vs_uniform_zwd,24,upstream,16,1.05150417174416,0.6951771503574221,1.3178870035663026
actual_vs_uniform_zwd,24,whole,16,0.5790904344653642,0.37769632403354253,1.1027859643100257
