case_id,target,scale,region_kind,perturb_timestep,mode,model,target_var,mask_center_lat,mask_center_lon,pooled_saliency,dose_mm,actual_target_score,plus_target_score,minus_target_score,plus_target_delta,minus_target_delta,signed_target_response,common_target_response,mean_abs_target_delta,output_opposite_sign,stage_name,family,stage_index,n_blocks,plus_delta_rms_mean,minus_delta_rms_mean,contrast_rms_mean,common_rms_mean,signed_cosine_mean,contrast_share_mean,magnitude,perturb_level_hpa,plus_clip_frac,minus_clip_frac,plus_realized_frac,minus_realized_frac,pair_asymmetry
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,precip_trace,precip_only,q850,50.22747747747748,8.752625838336058,0.0001581767137395218,2.11,7.442893028259277,7.427738189697266,7.44356107711792,-0.015154838562011719,0.0006680488586425781,-0.007911443710327148,-0.00724339485168457,0.007911443710327148,True,enc_s0,encoder,0,6,0.004684140672907233,0.0005885437810017417,0.0023332962300628424,0.0023902786197140813,-0.09454937550849808,0.49331413176436034,,,,,,,
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,precip_trace,precip_only,q850,50.22747747747748,8.752625838336058,0.0001581767137395218,2.11,7.442893028259277,7.427738189697266,7.44356107711792,-0.015154838562011719,0.0006680488586425781,-0.007911443710327148,-0.00724339485168457,0.007911443710327148,True,enc_s1,encoder,1,10,0.003071812493726611,0.0015294572978746146,0.0015074412105605007,0.0019290974945761264,-0.25139740172622105,0.44954242612226986,,,,,,,
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,precip_trace,precip_only,q850,50.22747747747748,8.752625838336058,0.0001581767137395218,2.11,7.442893028259277,7.427738189697266,7.44356107711792,-0.015154838562011719,0.0006680488586425781,-0.007911443710327148,-0.00724339485168457,0.007911443710327148,True,enc_s2,encoder,2,8,0.0012134422722738236,0.0008182803649106063,0.0006062091997591779,0.00083878671284765,-0.34325551034073154,0.4196074158766831,,,,,,,
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,precip_trace,precip_only,q850,50.22747747747748,8.752625838336058,0.0001581767137395218,2.11,7.442893028259277,7.427738189697266,7.44356107711792,-0.015154838562011719,0.0006680488586425781,-0.007911443710327148,-0.00724339485168457,0.007911443710327148,True,dec_s0,decoder,0,8,0.0018589045212138444,0.0014173553645377979,0.000929380054003559,0.0013670508342329413,-0.3870619980013871,0.4052080398553268,,,,,,,
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,precip_trace,precip_only,q850,50.22747747747748,8.752625838336058,0.0001581767137395218,2.11,7.442893028259277,7.427738189697266,7.44356107711792,-0.015154838562011719,0.0006680488586425781,-0.007911443710327148,-0.00724339485168457,0.007911443710327148,True,dec_s1,decoder,1,10,0.002646629943046719,0.0024284757673740387,0.0013236998696811498,0.0021677327691577374,-0.47201554896985354,0.37960311620243825,,,,,,,
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,precip_trace,precip_only,q850,50.22747747747748,8.752625838336058,0.0001581767137395218,2.11,7.442893028259277,7.427738189697266,7.44356107711792,-0.015154838562011719,0.0006680488586425781,-0.007911443710327148,-0.00724339485168457,0.007911443710327148,True,dec_s2,decoder,2,6,0.009709031398718556,0.006207172991707921,0.004853055385562281,0.006557411514222622,-0.35163543837574557,0.42371065979229283,,,,,,,
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_only,q850,50.22747747747748,8.752625838336058,0.0001581767137395218,,7.442893028259277,8.607516288757324,6.585263729095459,1.1646232604980469,-0.8576292991638184,1.0111262798309326,0.15349698066711426,1.0111262798309326,True,enc_s0,encoder,0,6,0.01770077645778656,0.016282987625648577,0.016360058759649593,0.004642599805568655,0.8551302708847713,0.7780753517883543,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_only,q850,50.22747747747748,8.752625838336058,0.0001581767137395218,,7.442893028259277,8.607516288757324,6.585263729095459,1.1646232604980469,-0.8576292991638184,1.0111262798309326,0.15349698066711426,1.0111262798309326,True,enc_s1,encoder,1,10,0.013971823826432228,0.009444216778501869,0.010319954343140125,0.005959034082479775,0.5719041126809118,0.6427113405555521,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_only,q850,50.22747747747748,8.752625838336058,0.0001581767137395218,,7.442893028259277,8.607516288757324,6.585263729095459,1.1646232604980469,-0.8576292991638184,1.0111262798309326,0.15349698066711426,1.0111262798309326,True,enc_s2,encoder,2,8,0.0064151628175750375,0.003980849724030122,0.0044582795817404985,0.002936926990514621,0.4523765172314196,0.6029705024165817,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_only,q850,50.22747747747748,8.752625838336058,0.0001581767137395218,,7.442893028259277,8.607516288757324,6.585263729095459,1.1646232604980469,-0.8576292991638184,1.0111262798309326,0.15349698066711426,1.0111262798309326,True,dec_s0,decoder,0,8,0.009841358289122581,0.005662468320224434,0.006616444268729538,0.004547566088149324,0.4281290228883228,0.5928603857395547,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836
