case_id,target,scale,region_kind,perturb_timestep,mode,model,target_var,mask_center_lat,mask_center_lon,pooled_saliency,magnitude,perturb_level_hpa,plus_clip_frac,minus_clip_frac,plus_realized_frac,minus_realized_frac,pair_asymmetry,actual_target_score,plus_target_score,minus_target_score,plus_target_delta,minus_target_delta,signed_target_response,common_target_response,mean_abs_target_delta,output_opposite_sign,skipped,skip_reason
pampas_2020-01-15T12:00:00,pampas,synoptic,low_near,t1,q850_trace,precip_zwd,precip,-52.02252252252252,304.67102679969264,3.6554443795466796e-05,1.0,850,0.0,0.013561741613133477,1.0,0.9955566976049219,0.004443302395078061,1.3104612827301025,1.2915489673614502,1.315286636352539,-0.018912315368652344,0.0048253536224365234,-0.011868834495544434,-0.00704348087310791,0.011868834495544434,True,,
pampas_2020-01-15T12:00:00,pampas,synoptic,low_near,t1,q850_trace,precip_only,precip,-52.02252252252252,304.67102679969264,3.6554443795466796e-05,1.0,850,0.0,0.013561741613133477,1.0,0.9955566976049219,0.004443302395078061,1.2121118307113647,1.1798676252365112,1.234619140625,-0.032244205474853516,0.022507309913635254,-0.027375757694244385,-0.004868447780609131,0.027375757694244385,True,,
pampas_2020-01-15T12:00:00,pampas,synoptic,hotspot,t1,q850_trace,precip_zwd,zwd,-37.02252252252252,299.67102679969264,0.00044189963955432177,1.0,850,0.0,0.04090821996551063,1.0,0.9339860197623153,0.06601398023768469,218.17417907714844,214.01580810546875,221.4400177001953,-4.1583709716796875,3.265838623046875,-3.7121047973632812,-0.44626617431640625,3.7121047973632812,True,,
pampas_2020-01-15T12:00:00,pampas,synoptic,hotspot,t1,q850_trace,precip_only,zwd,,,,,,,,,,,,,,nan,nan,nan,nan,nan,,True,no_zwd_output_head
pampas_2020-01-15T12:00:00,pampas,synoptic,low_near,t1,q850_trace,precip_zwd,zwd,-52.02252252252252,304.67102679969264,3.6554443795466796e-05,1.0,850,0.0,0.013561741613133477,1.0,0.9955566976049219,0.004443302395078061,218.17417907714844,219.3062286376953,217.6150360107422,1.132049560546875,-0.55914306640625,0.8455963134765625,0.2864532470703125,0.8455963134765625,True,,
pampas_2020-01-15T12:00:00,pampas,synoptic,low_near,t1,q850_trace,precip_only,zwd,,,,,,,,,,,,,,nan,nan,nan,nan,nan,,True,no_zwd_output_head
pyrenees_2020-03-02T06:00:00,pyrenees,local,hotspot,t1,q850_trace,precip_zwd,precip,42.72747747747748,0.8288408933144389,7.217795064207166e-05,1.0,850,0.0,0.0,1.0000000683996446,1.0000000683996446,0.0,3.250993490219116,3.558389186859131,2.9849021434783936,0.30739569664001465,-0.26609134674072266,0.28674352169036865,0.020652174949645996,0.28674352169036865,True,,
pyrenees_2020-03-02T06:00:00,pyrenees,local,hotspot,t1,q850_trace,precip_only,precip,42.72747747747748,0.8288408933144389,7.217795064207166e-05,1.0,850,0.0,0.0,1.0000000683996446,1.0000000683996446,0.0,2.9173831939697266,3.162339448928833,2.6534852981567383,0.24495625495910645,-0.2638978958129883,0.25442707538604736,-0.009470820426940918,0.25442707538604736,True,,
pyrenees_2020-03-02T06:00:00,pyrenees,local,low_near,t1,q850_trace,precip_zwd,precip,57.72747747747748,8.328840893314439,1.4653957123300643e-06,1.0,850,0.0,0.06699446834665028,1.0,0.9108515850987995,0.08914841490120048,3.250993490219116,3.254871129989624,3.2568860054016113,0.0038776397705078125,0.005892515182495117,-0.0010074377059936523,0.004885077476501465,0.004885077476501465,False,,
pyrenees_2020-03-02T06:00:00,pyrenees,local,low_near,t1,q850_trace,precip_only,precip,57.72747747747748,8.328840893314439,1.4653957123300643e-06,1.0,850,0.0,0.06699446834665028,1.0,0.9108515850987995,0.08914841490120048,2.9173831939697266,2.922027349472046,2.916212797164917,0.004644155502319336,-0.0011703968048095703,0.002907276153564453,0.0017368793487548828,0.002907276153564453,True,,
pyrenees_2020-03-02T06:00:00,pyrenees,local,hotspot,t1,q850_trace,precip_zwd,zwd,42.72747747747748,0.8288408933144389,7.217795064207166e-05,1.0,850,0.0,0.0,1.0000000683996446,1.0000000683996446,0.0,60.19688034057617,57.355106353759766,66.1746597290039,-2.8417739868164062,5.977779388427734,-4.40977668762207,1.568002700805664,4.40977668762207,True,,
pyrenees_2020-03-02T06:00:00,pyrenees,local,hotspot,t1,q850_trace,precip_only,zwd,,,,,,,,,,,,,,nan,nan,nan,nan,nan,,True,no_zwd_output_head
pyrenees_2020-03-02T06:00:00,pyrenees,local,low_near,t1,q850_trace,precip_zwd,zwd,57.72747747747748,8.328840893314439,1.4653957123300643e-06,1.0,850,0.0,0.06699446834665028,1.0,0.9108515850987995,0.08914841490120048,60.19688034057617,60.20480728149414,60.159217834472656,0.00792694091796875,-0.037662506103515625,0.022794723510742188,-0.014867782592773438,0.022794723510742188,True,,
pyrenees_2020-03-02T06:00:00,pyrenees,local,low_near,t1,q850_trace,precip_only,zwd,,,,,,,,,,,,,,nan,nan,nan,nan,nan,,True,no_zwd_output_head
pyrenees_2020-03-02T06:00:00,pyrenees,synoptic,hotspot,t1,q850_trace,precip_zwd,precip,45.22747747747748,0.8288408933144389,0.0001437571772839874,1.0,850,0.0,0.012760203937917242,1.0,0.9948278459462083,0.005172154053791641,3.250993490219116,3.5858497619628906,2.7209858894348145,0.3348562717437744,-0.5300076007843018,0.4324319362640381,-0.09757566452026367,0.4324319362640381,True,,
pyrenees_2020-03-02T06:00:00,pyrenees,synoptic,hotspot,t1,q850_trace,precip_only,precip,45.22747747747748,0.8288408933144389,0.0001437571772839874,1.0,850,0.0,0.012760203937917242,1.0,0.9948278459462083,0.005172154053791641,2.9173831939697266,3.2145493030548096,2.2273168563842773,0.297166109085083,-0.6900663375854492,0.4936162233352661,-0.1964501142501831,0.4936162233352661,True,,
pyrenees_2020-03-02T06:00:00,pyrenees,synoptic,low_near,t1,q850_trace,precip_zwd,precip,60.22747747747748,0.8288408933144389,1.2209363376314286e-05,1.0,850,0.0,0.10947585850761683,0.9999999357835835,0.8648873753222219,0.1351125691378066,3.250993490219116,3.2547473907470703,3.2540156841278076,0.0037539005279541016,0.0030221939086914062,0.00036585330963134766,0.003388047218322754,0.003388047218322754,False,,
pyrenees_2020-03-02T06:00:00,pyrenees,synoptic,low_near,t1,q850_trace,precip_only,precip,60.22747747747748,0.8288408933144389,1.2209363376314286e-05,1.0,850,0.0,0.10947585850761683,0.9999999357835835,0.8648873753222219,0.1351125691378066,2.9173831939697266,2.9144749641418457,2.9227943420410156,-0.0029082298278808594,0.0054111480712890625,-0.004159688949584961,0.0012514591217041016,0.004159688949584961,True,,
pyrenees_2020-03-02T06:00:00,pyrenees,synoptic,hotspot,t1,q850_trace,precip_zwd,zwd,45.22747747747748,0.8288408933144389,0.0001437571772839874,1.0,850,0.0,0.012760203937917242,1.0,0.9948278459462083,0.005172154053791641,60.19688034057617,60.748905181884766,63.706871032714844,0.5520248413085938,3.509990692138672,-1.478982925415039,2.031007766723633,2.031007766723633,False,,
pyrenees_2020-03-02T06:00:00,pyrenees,synoptic,hotspot,t1,q850_trace,precip_only,zwd,,,,,,,,,,,,,,nan,nan,nan,nan,nan,,True,no_zwd_output_head
pyrenees_2020-03-02T06:00:00,pyrenees,synoptic,low_near,t1,q850_trace,precip_zwd,zwd,60.22747747747748,0.8288408933144389,1.2209363376314286e-05,1.0,850,0.0,0.10947585850761683,0.9999999357835835,0.8648873753222219,0.1351125691378066,60.19688034057617,60.27445983886719,60.16670227050781,0.07757949829101562,-0.030178070068359375,0.0538787841796875,0.023700714111328125,0.0538787841796875,True,,
pyrenees_2020-03-02T06:00:00,pyrenees,synoptic,low_near,t1,q850_trace,precip_only,zwd,,,,,,,,,,,,,,nan,nan,nan,nan,nan,,True,no_zwd_output_head
rockies_2020-07-27T00:00:00,rockies,local,hotspot,t1,q850_trace,precip_zwd,precip,39.47747747747748,256.3115539507046,0.00011621142766671255,1.0,850,0.0,0.0,1.0,1.0,0.0,0.4892520308494568,0.7004348039627075,0.5927889943122864,0.21118277311325073,0.10353696346282959,0.05382290482521057,0.15735986828804016,0.15735986828804016,False,,
rockies_2020-07-27T00:00:00,rockies,local,hotspot,t1,q850_trace,precip_only,precip,39.47747747747748,256.3115539507046,0.00011621142766671255,1.0,850,0.0,0.0,1.0,1.0,0.0,0.4096517860889435,0.6085010766983032,0.45005857944488525,0.19884929060935974,0.04040679335594177,0.07922124862670898,0.11962804198265076,0.11962804198265076,False,,
rockies_2020-07-27T00:00:00,rockies,local,low_near,t1,q850_trace,precip_zwd,precip,51.97747747747748,246.3115539507046,1.5402207509396248e-06,1.0,850,0.0,0.0,0.9999998852906345,0.9999998852906345,0.0,0.4892520308494568,0.4934956729412079,0.4922419488430023,0.004243642091751099,0.0029899179935455322,0.0006268620491027832,0.0036167800426483154,0.0036167800426483154,False,,
rockies_2020-07-27T00:00:00,rockies,local,low_near,t1,q850_trace,precip_only,precip,51.97747747747748,246.3115539507046,1.5402207509396248e-06,1.0,850,0.0,0.0,0.9999998852906345,0.9999998852906345,0.0,0.4096517860889435,0.4092599153518677,0.4089394211769104,-0.00039187073707580566,-0.0007123649120330811,0.0001602470874786377,-0.0005521178245544434,0.0005521178245544434,False,,
rockies_2020-07-27T00:00:00,rockies,local,hotspot,t1,q850_trace,precip_zwd,zwd,39.47747747747748,256.3115539507046,0.00011621142766671255,1.0,850,0.0,0.0,1.0,1.0,0.0,149.9827423095703,153.29615783691406,147.43284606933594,3.31341552734375,-2.549896240234375,2.9316558837890625,0.3817596435546875,2.9316558837890625,True,,
