case_id,target,scale,region_kind,perturb_timestep,mode,model,target_var,mask_center_lat,mask_center_lon,pooled_saliency,magnitude,perturb_level_hpa,plus_clip_frac,minus_clip_frac,plus_realized_frac,minus_realized_frac,pair_asymmetry,actual_target_score,plus_target_score,minus_target_score,plus_target_delta,minus_target_delta,signed_target_response,common_target_response,mean_abs_target_delta,output_opposite_sign
netherlands_2020-12-27T12:00:00,netherlands,local,low_near,t1,q850_trace,precip_zwd,q850,64.97747747747748,346.00271099764456,7.220296538434923e-07,1.0,850,0.0,0.05765485001947799,1.0,0.9443478392378737,0.05565216076212633,3.5321898460388184,3.5254976749420166,3.530745506286621,-0.006692171096801758,-0.0014443397521972656,-0.002623915672302246,-0.004068255424499512,0.004068255424499512,False
netherlands_2020-12-27T12:00:00,netherlands,synoptic,hotspot,t1,q850_trace,precip_zwd,q850,49.97747747747748,3.502710997644563,9.8186828836333e-05,1.0,850,0.0,0.07701211513234046,0.9999999168338999,0.9133717782492372,0.08662814578918772,3.5321898460388184,4.0922722816467285,2.609097719192505,0.5600824356079102,-0.9230921268463135,0.7415872812271118,-0.18150484561920166,0.7415872812271118,True
netherlands_2020-12-27T12:00:00,netherlands,synoptic,low_near,t1,q850_trace,precip_zwd,q850,69.97747747747748,358.50271099764456,6.196584763529245e-06,1.0,850,0.0,0.17359300720748352,1.0,0.7340199781336065,0.2659800218663935,3.5321898460388184,3.523329257965088,3.521878719329834,-0.008860588073730469,-0.010311126708984375,0.0007252693176269531,-0.009585857391357422,0.009585857391357422,False
new_zealand_alps_2020-12-23T00:00:00,new_zealand_alps,local,hotspot,t1,q850_trace,precip_zwd,q850,-44.02252252252252,168.69000921133608,6.917526479810476e-05,1.0,850,0.0,0.0,0.9999999330458277,0.9999999330458277,0.0,7.511797904968262,8.346501350402832,6.7856597900390625,0.8347034454345703,-0.7261381149291992,0.7804207801818848,0.05428266525268555,0.7804207801818848,True
new_zealand_alps_2020-12-23T00:00:00,new_zealand_alps,local,low_near,t1,q850_trace,precip_zwd,q850,-54.02252252252252,153.69000921133608,8.649820983919199e-07,1.0,850,0.0,0.027864195860949546,0.9999998905988052,0.9763587300184188,0.02364116316675796,7.511797904968262,7.508783340454102,7.513406276702881,-0.0030145645141601562,0.0016083717346191406,-0.0023114681243896484,-0.0007030963897705078,0.0023114681243896484,True
new_zealand_alps_2020-12-23T00:00:00,new_zealand_alps,synoptic,hotspot,t1,q850_trace,precip_zwd,q850,-41.52252252252252,168.69000921133608,0.00014061319234315306,1.0,850,0.0,0.0017371510722415239,1.0,0.9985087234161214,0.0014912765838786437,7.511797904968262,8.673608779907227,6.391809940338135,1.1618108749389648,-1.119987964630127,1.140899419784546,0.020911455154418945,1.140899419784546,True
new_zealand_alps_2020-12-23T00:00:00,new_zealand_alps,synoptic,low_near,t1,q850_trace,precip_zwd,q850,-61.52252252252252,168.69000921133608,6.812769242969807e-06,1.0,850,0.0,0.05104881769641495,1.0,0.9463936327269763,0.0536063672730237,7.511797904968262,7.523102283477783,7.503749370574951,0.011304378509521484,-0.008048534393310547,0.009676456451416016,0.0016279220581054688,0.009676456451416016,True
pacific_nw_coast_2020-10-10T12:00:00,pacific_nw_coast,local,hotspot,t1,q850_trace,precip_zwd,q850,45.47747747747748,234.36670733333705,7.029702828731388e-05,1.0,850,0.0,0.0,0.9999998694208252,0.9999999347104126,6.528959165734821e-08,4.58175802230835,5.563539981842041,3.7148854732513428,0.9817819595336914,-0.8668725490570068,0.9243272542953491,0.057454705238342285,0.9243272542953491,True
pacific_nw_coast_2020-10-10T12:00:00,pacific_nw_coast,local,low_near,t1,q850_trace,precip_zwd,q850,60.47747747747748,231.86670733333705,7.133359645195014e-07,1.0,850,0.0,0.044391462306993645,1.000000091765404,0.9633342151988653,0.036665873201880014,4.58175802230835,4.576275825500488,4.5839338302612305,-0.005482196807861328,0.0021758079528808594,-0.0038290023803710938,-0.0016531944274902344,0.0038290023803710938,True
pacific_nw_coast_2020-10-10T12:00:00,pacific_nw_coast,synoptic,hotspot,t1,q850_trace,precip_zwd,q850,42.97747747747748,234.36670733333705,0.00011783451191149652,1.0,850,0.0,0.010269764175785593,0.9999999053844391,0.9924082366251916,0.007591669477537554,4.58175802230835,5.7297563552856445,3.537440538406372,1.147998332977295,-1.0443174839019775,1.0961579084396362,0.05184042453765869,1.0961579084396362,True
pacific_nw_coast_2020-10-10T12:00:00,pacific_nw_coast,synoptic,low_near,t1,q850_trace,precip_zwd,q850,62.97747747747748,229.36670733333705,6.609056072193198e-06,1.0,850,0.0,0.07667005887911608,1.0,0.9170733134680128,0.0829266865319872,4.58175802230835,4.5988311767578125,4.557603359222412,0.01707315444946289,-0.0241546630859375,0.020613908767700195,-0.0035407543182373047,0.020613908767700195,True
pampas_2020-01-15T12:00:00,pampas,local,hotspot,t1,q850_trace,precip_zwd,q850,-37.02252252252252,299.67102679969264,0.00022615896887145936,1.0,850,0.0,0.059786607799852835,0.9999999256590032,0.9333698000702968,0.06663013054205667,10.190777778625488,11.380398750305176,9.00497817993164,1.1896209716796875,-1.1857995986938477,1.1877102851867676,0.0019106864929199219,1.1877102851867676,True
pampas_2020-01-15T12:00:00,pampas,local,low_near,t1,q850_trace,precip_zwd,q850,-44.52252252252252,314.67102679969264,4.959940270055085e-06,1.0,850,0.0,0.0,1.0,1.0,0.0,10.190777778625488,10.208372116088867,10.189788818359375,0.017594337463378906,-0.0009889602661132812,0.009291648864746094,0.008302688598632812,0.009291648864746094,True
pampas_2020-01-15T12:00:00,pampas,synoptic,hotspot,t1,q850_trace,precip_zwd,q850,-37.02252252252252,299.67102679969264,0.00044189963955432177,1.0,850,0.0,0.04090821996551063,1.0,0.9339860197623153,0.06601398023768469,10.190777778625488,11.594496726989746,8.680631637573242,1.4037189483642578,-1.510146141052246,1.456932544708252,-0.05321359634399414,1.456932544708252,True
