case_id,target,scale,region_kind,perturb_timestep,mode,model,target_var,mask_center_lat,mask_center_lon,pooled_saliency,dose_mm,actual_target_score,plus_target_score,minus_target_score,plus_target_delta,minus_target_delta,signed_target_response,common_target_response,mean_abs_target_delta,output_opposite_sign,magnitude,perturb_level_hpa,plus_clip_frac,minus_clip_frac,plus_realized_frac,minus_realized_frac,pair_asymmetry
andes_2020-03-25T12:00:00,andes,local,low_near,t1,precip_trace,precip_only,q850,-42.52252252252252,275.54529172445586,2.205087639595149e-06,2.11,5.771646022796631,5.769009590148926,5.767986297607422,-0.002636432647705078,-0.0036597251892089844,0.0005116462707519531,-0.0031480789184570312,0.0031480789184570312,False,,,,,,,
andes_2020-03-25T12:00:00,andes,local,low_near,t1,q850_trace,precip_only,q850,-42.52252252252252,275.54529172445586,2.205087639595149e-06,,5.771646022796631,5.769667148590088,5.769492149353027,-0.0019788742065429688,-0.0021538734436035156,8.749961853027344e-05,-0.002066373825073242,0.002066373825073242,False,1.0,850,0.0,0.0,1.0,1.0,0.0
andes_2020-03-25T12:00:00,andes,synoptic,hotspot,t1,precip_trace,precip_only,q850,-35.02252252252252,288.04529172445586,0.0002186853380408138,2.11,5.771646022796631,5.820557594299316,5.76861572265625,0.04891157150268555,-0.0030303001403808594,0.025970935821533203,0.022940635681152344,0.025970935821533203,True,,,,,,,
andes_2020-03-25T12:00:00,andes,synoptic,hotspot,t1,q850_trace,precip_only,q850,-35.02252252252252,288.04529172445586,0.0002186853380408138,,5.771646022796631,7.4746856689453125,4.1082940101623535,1.7030396461486816,-1.6633520126342773,1.6831958293914795,0.01984381675720215,1.6831958293914795,True,1.0,850,0.0,0.008353808353808353,1.0,0.9939236383230915,0.006076361676908491
andes_2020-03-25T12:00:00,andes,synoptic,low_near,t1,precip_trace,precip_only,q850,-45.02252252252252,273.04529172445586,1.6329822756233625e-05,2.11,5.771646022796631,5.770477771759033,5.770078182220459,-0.0011682510375976562,-0.001567840576171875,0.00019979476928710938,-0.0013680458068847656,0.0013680458068847656,False,,,,,,,
andes_2020-03-25T12:00:00,andes,synoptic,low_near,t1,q850_trace,precip_only,q850,-45.02252252252252,273.04529172445586,1.6329822756233625e-05,,5.771646022796631,5.797852993011475,5.732748985290527,0.02620697021484375,-0.038897037506103516,0.03255200386047363,-0.006345033645629883,0.03255200386047363,True,1.0,850,0.0,0.017014781945111784,1.0,0.9856767165060454,0.014323283493954649
aquitaine_basin_2020-10-02T06:00:00,aquitaine_basin,local,hotspot,t1,precip_trace,precip_only,q850,44.97747747747748,359.3983431897952,7.633692439412698e-05,2.11,4.696399211883545,4.707793235778809,4.698479652404785,0.011394023895263672,0.0020804405212402344,0.004656791687011719,0.006737232208251953,0.006737232208251953,False,,,,,,,
aquitaine_basin_2020-10-02T06:00:00,aquitaine_basin,local,hotspot,t1,q850_trace,precip_only,q850,44.97747747747748,359.3983431897952,7.633692439412698e-05,,4.696399211883545,5.739144325256348,3.8936777114868164,1.0427451133728027,-0.8027215003967285,0.9227333068847656,0.12001180648803711,0.9227333068847656,True,1.0,850,0.0,0.0,1.0,1.0,0.0
aquitaine_basin_2020-10-02T06:00:00,aquitaine_basin,local,low_near,t1,precip_trace,precip_only,q850,54.97747747747748,344.3983431897952,1.489134206167364e-06,2.11,4.696399211883545,4.690439701080322,4.692665100097656,-0.005959510803222656,-0.003734111785888672,-0.0011126995086669922,-0.004846811294555664,0.004846811294555664,False,,,,,,,
aquitaine_basin_2020-10-02T06:00:00,aquitaine_basin,local,low_near,t1,q850_trace,precip_only,q850,54.97747747747748,344.3983431897952,1.489134206167364e-06,,4.696399211883545,4.688050746917725,4.6969122886657715,-0.008348464965820312,0.0005130767822265625,-0.0044307708740234375,-0.003917694091796875,0.0044307708740234375,True,1.0,850,0.0,0.05391832958900489,1.0,0.9490475464748457,0.05095245352515427
