case_id,target,scale,region_kind,perturb_timestep,mode,model,target_var,mask_center_lat,mask_center_lon,pooled_saliency,magnitude,perturb_level_hpa,plus_clip_frac,minus_clip_frac,plus_realized_frac,minus_realized_frac,pair_asymmetry,actual_target_score,plus_target_score,minus_target_score,plus_target_delta,minus_target_delta,signed_target_response,common_target_response,mean_abs_target_delta,output_opposite_sign,stage_name,family,stage_index,n_blocks,plus_delta_rms_mean,minus_delta_rms_mean,contrast_rms_mean,common_rms_mean,signed_cosine_mean,contrast_share_mean
alps_east_2020-06-29T06:00:00,alps_east,local,low_near,t1,q850_trace,precip_only,precip,57.72747747747748,351.25262583833603,2.0959887478966266e-06,1.0,850,0.0,0.0,1.0,1.0,0.0,3.2875254154205322,3.2475368976593018,3.2879536151885986,-0.03998851776123047,0.00042819976806640625,-0.020208358764648438,-0.01978015899658203,0.020208358764648438,True,dec_s1,decoder,1,10,0.005501239141449332,0.0042035021353513,0.0037453304277732967,0.0031509030261076985,0.20730285319700106,0.5467090849853822
alps_east_2020-06-29T06:00:00,alps_east,local,low_near,t1,q850_trace,precip_only,precip,57.72747747747748,351.25262583833603,2.0959887478966266e-06,1.0,850,0.0,0.0,1.0,1.0,0.0,3.2875254154205322,3.2475368976593018,3.2879536151885986,-0.03998851776123047,0.00042819976806640625,-0.020208358764648438,-0.01978015899658203,0.020208358764648438,True,dec_s2,decoder,2,6,0.016616271808743477,0.01495887820298473,0.01335255584369103,0.008462262262279788,0.4994907514952302,0.6123432322053399
alps_east_2020-06-29T06:00:00,alps_east,local,hotspot,t1,q850_trace,precip_zwd,zwd,47.72747747747748,11.252625838336058,9.22260369407013e-05,1.0,850,0.0,0.0,1.0,1.0,0.0,126.06182861328125,122.18577575683594,126.52870178222656,-3.8760528564453125,0.4668731689453125,-2.1714630126953125,-1.70458984375,2.1714630126953125,True,enc_s0,encoder,0,6,0.006984690437093377,0.0062439025690158205,0.006388054151708881,0.0017499031382612884,0.8730984431043045,0.7840117130232236
alps_east_2020-06-29T06:00:00,alps_east,local,hotspot,t1,q850_trace,precip_zwd,zwd,47.72747747747748,11.252625838336058,9.22260369407013e-05,1.0,850,0.0,0.0,1.0,1.0,0.0,126.06182861328125,122.18577575683594,126.52870178222656,-3.8760528564453125,0.4668731689453125,-2.1714630126953125,-1.70458984375,2.1714630126953125,True,enc_s1,encoder,1,10,0.005764702660962939,0.0040512836771085855,0.004204892902635038,0.002639768156222999,0.5219906178919836,0.6309665283724222
alps_east_2020-06-29T06:00:00,alps_east,local,hotspot,t1,q850_trace,precip_zwd,zwd,47.72747747747748,11.252625838336058,9.22260369407013e-05,1.0,850,0.0,0.0,1.0,1.0,0.0,126.06182861328125,122.18577575683594,126.52870178222656,-3.8760528564453125,0.4668731689453125,-2.1714630126953125,-1.70458984375,2.1714630126953125,True,enc_s2,encoder,2,8,0.0025668315065559,0.0018393643549643457,0.0017942736449185759,0.0013293809170136228,0.3164645247336133,0.5746454184773052
alps_east_2020-06-29T06:00:00,alps_east,local,hotspot,t1,q850_trace,precip_zwd,zwd,47.72747747747748,11.252625838336058,9.22260369407013e-05,1.0,850,0.0,0.0,1.0,1.0,0.0,126.06182861328125,122.18577575683594,126.52870178222656,-3.8760528564453125,0.4668731689453125,-2.1714630126953125,-1.70458984375,2.1714630126953125,True,dec_s0,decoder,0,8,0.003676639520563185,0.0028250809118617326,0.002555398939875886,0.0020540877885650843,0.2330936015872514,0.5550088517810833
alps_east_2020-06-29T06:00:00,alps_east,local,hotspot,t1,q850_trace,precip_zwd,zwd,47.72747747747748,11.252625838336058,9.22260369407013e-05,1.0,850,0.0,0.0,1.0,1.0,0.0,126.06182861328125,122.18577575683594,126.52870178222656,-3.8760528564453125,0.4668731689453125,-2.1714630126953125,-1.70458984375,2.1714630126953125,True,dec_s1,decoder,1,10,0.003582181641831994,0.0038137870840728285,0.002600453852210194,0.002633715607225895,-0.01287457155385326,0.49691342074516454
alps_east_2020-06-29T06:00:00,alps_east,local,hotspot,t1,q850_trace,precip_zwd,zwd,47.72747747747748,11.252625838336058,9.22260369407013e-05,1.0,850,0.0,0.0,1.0,1.0,0.0,126.06182861328125,122.18577575683594,126.52870178222656,-3.8760528564453125,0.4668731689453125,-2.1714630126953125,-1.70458984375,2.1714630126953125,True,dec_s2,decoder,2,6,0.01104248765235146,0.012480457468579212,0.009224417929848036,0.007332257771243651,0.266823266396486,0.5572023189523013
alps_east_2020-06-29T06:00:00,alps_east,local,low_near,t1,q850_trace,precip_zwd,zwd,57.72747747747748,351.25262583833603,2.0959887478966266e-06,1.0,850,0.0,0.0,1.0,1.0,0.0,126.06182861328125,126.17457580566406,126.14091491699219,0.1127471923828125,0.0790863037109375,0.0168304443359375,0.095916748046875,0.095916748046875,False,enc_s0,encoder,0,6,0.008283283716688553,0.007374817660699288,0.007531251447896163,0.0021837285215345523,0.8562531330127849,0.7747624252351217
alps_east_2020-06-29T06:00:00,alps_east,local,low_near,t1,q850_trace,precip_zwd,zwd,57.72747747747748,351.25262583833603,2.0959887478966266e-06,1.0,850,0.0,0.0,1.0,1.0,0.0,126.06182861328125,126.17457580566406,126.14091491699219,0.1127471923828125,0.0790863037109375,0.0168304443359375,0.095916748046875,0.095916748046875,False,enc_s1,encoder,1,10,0.007464397512376308,0.004473934648558497,0.005151451705023647,0.0033230175729840996,0.5060477090939329,0.619323773550443
alps_east_2020-06-29T06:00:00,alps_east,local,low_near,t1,q850_trace,precip_zwd,zwd,57.72747747747748,351.25262583833603,2.0959887478966266e-06,1.0,850,0.0,0.0,1.0,1.0,0.0,126.06182861328125,126.17457580566406,126.14091491699219,0.1127471923828125,0.0790863037109375,0.0168304443359375,0.095916748046875,0.095916748046875,False,enc_s2,encoder,2,8,0.0036274539306759834,0.002019160136114806,0.0024273861199617386,0.0016509119304828346,0.44420406267204765,0.5954406839972386
alps_east_2020-06-29T06:00:00,alps_east,local,low_near,t1,q850_trace,precip_zwd,zwd,57.72747747747748,351.25262583833603,2.0959887478966266e-06,1.0,850,0.0,0.0,1.0,1.0,0.0,126.06182861328125,126.17457580566406,126.14091491699219,0.1127471923828125,0.0790863037109375,0.0168304443359375,0.095916748046875,0.095916748046875,False,dec_s0,decoder,0,8,0.005194434663280845,0.0027969010698143393,0.0033490360947325826,0.0024870931811165065,0.36136380923490463,0.5742265209775974
alps_east_2020-06-29T06:00:00,alps_east,local,low_near,t1,q850_trace,precip_zwd,zwd,57.72747747747748,351.25262583833603,2.0959887478966266e-06,1.0,850,0.0,0.0,1.0,1.0,0.0,126.06182861328125,126.17457580566406,126.14091491699219,0.1127471923828125,0.0790863037109375,0.0168304443359375,0.095916748046875,0.095916748046875,False,dec_s1,decoder,1,10,0.0053884940687567,0.004227597941644489,0.003742791689001024,0.0030711944447830318,0.23541514817916215,0.5535426667101425
alps_east_2020-06-29T06:00:00,alps_east,local,low_near,t1,q850_trace,precip_zwd,zwd,57.72747747747748,351.25262583833603,2.0959887478966266e-06,1.0,850,0.0,0.0,1.0,1.0,0.0,126.06182861328125,126.17457580566406,126.14091491699219,0.1127471923828125,0.0790863037109375,0.0168304443359375,0.095916748046875,0.095916748046875,False,dec_s2,decoder,2,6,0.015799948014318943,0.014507805618147055,0.012905167260517677,0.007968923853089413,0.5215045601425486,0.6183376716321268
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_zwd,precip,50.22747747747748,8.752625838336058,0.0001581767137395218,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836,3.7965943813323975,3.280714273452759,3.4589383602142334,-0.5158801078796387,-0.33765602111816406,-0.0891120433807373,-0.42676806449890137,0.42676806449890137,False,enc_s0,encoder,0,6,0.01773361675441265,0.01656675369789203,0.016517809436966974,0.004646431499471267,0.8563746527246656,0.7795495884985472
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_zwd,precip,50.22747747747748,8.752625838336058,0.0001581767137395218,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836,3.7965943813323975,3.280714273452759,3.4589383602142334,-0.5158801078796387,-0.33765602111816406,-0.0891120433807373,-0.42676806449890137,0.42676806449890137,False,enc_s1,encoder,1,10,0.0137434471398592,0.009458094416186214,0.010273960139602422,0.005775840696878731,0.5867410831529478,0.6487258367892995
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_zwd,precip,50.22747747747748,8.752625838336058,0.0001581767137395218,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836,3.7965943813323975,3.280714273452759,3.4589383602142334,-0.5158801078796387,-0.33765602111816406,-0.0891120433807373,-0.42676806449890137,0.42676806449890137,False,enc_s2,encoder,2,8,0.0060246349312365055,0.0038593495846726,0.004261309048160911,0.0027271496364846826,0.47354791339543223,0.6098597341548502
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_zwd,precip,50.22747747747748,8.752625838336058,0.0001581767137395218,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836,3.7965943813323975,3.280714273452759,3.4589383602142334,-0.5158801078796387,-0.33765602111816406,-0.0891120433807373,-0.42676806449890137,0.42676806449890137,False,dec_s0,decoder,0,8,0.008936600643210113,0.005491419229656458,0.006186215148773044,0.004091367562068626,0.4539097393689817,0.6021165640042778
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_zwd,precip,50.22747747747748,8.752625838336058,0.0001581767137395218,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836,3.7965943813323975,3.280714273452759,3.4589383602142334,-0.5158801078796387,-0.33765602111816406,-0.0891120433807373,-0.42676806449890137,0.42676806449890137,False,dec_s1,decoder,1,10,0.007835689606145025,0.00720168799161911,0.006102424603886903,0.004407277540303766,0.3599353307258189,0.5844092644240042
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_zwd,precip,50.22747747747748,8.752625838336058,0.0001581767137395218,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836,3.7965943813323975,3.280714273452759,3.4589383602142334,-0.5158801078796387,-0.33765602111816406,-0.0891120433807373,-0.42676806449890137,0.42676806449890137,False,dec_s2,decoder,2,6,0.025463195828100044,0.024151968769729137,0.02148161766429742,0.012423334022363028,0.5513203196402833,0.6337026437552791
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_only,precip,50.22747747747748,8.752625838336058,0.0001581767137395218,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836,3.2875254154205322,2.759270668029785,3.0306990146636963,-0.5282547473907471,-0.25682640075683594,-0.13571417331695557,-0.3925405740737915,0.3925405740737915,False,enc_s0,encoder,0,6,0.01770077645778656,0.016282987625648577,0.016360058759649593,0.004642599805568655,0.8551302708847713,0.7780753517883543
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_only,precip,50.22747747747748,8.752625838336058,0.0001581767137395218,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836,3.2875254154205322,2.759270668029785,3.0306990146636963,-0.5282547473907471,-0.25682640075683594,-0.13571417331695557,-0.3925405740737915,0.3925405740737915,False,enc_s1,encoder,1,10,0.013971823826432228,0.009444216778501869,0.010319954343140125,0.005959034082479775,0.5719041126809118,0.6427113405555521
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_only,precip,50.22747747747748,8.752625838336058,0.0001581767137395218,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836,3.2875254154205322,2.759270668029785,3.0306990146636963,-0.5282547473907471,-0.25682640075683594,-0.13571417331695557,-0.3925405740737915,0.3925405740737915,False,enc_s2,encoder,2,8,0.0064151628175750375,0.003980849724030122,0.0044582795817404985,0.002936926990514621,0.4523765172314196,0.6029705024165817
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_only,precip,50.22747747747748,8.752625838336058,0.0001581767137395218,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836,3.2875254154205322,2.759270668029785,3.0306990146636963,-0.5282547473907471,-0.25682640075683594,-0.13571417331695557,-0.3925405740737915,0.3925405740737915,False,dec_s0,decoder,0,8,0.009841358289122581,0.005662468320224434,0.006616444268729538,0.004547566088149324,0.4281290228883228,0.5928603857395547
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_only,precip,50.22747747747748,8.752625838336058,0.0001581767137395218,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836,3.2875254154205322,2.759270668029785,3.0306990146636963,-0.5282547473907471,-0.25682640075683594,-0.13571417331695557,-0.3925405740737915,0.3925405740737915,False,dec_s1,decoder,1,10,0.007999118603765964,0.007186964387074113,0.006099106254987418,0.00454508657567203,0.3274524294408113,0.5763008118201121
alps_east_2020-06-29T06:00:00,alps_east,synoptic,hotspot,t1,q850_trace,precip_only,precip,50.22747747747748,8.752625838336058,0.0001581767137395218,1.0,850,0.0,0.004119016552818072,1.0,0.9971609242037252,0.0028390757962748836,3.2875254154205322,2.759270668029785,3.0306990146636963,-0.5282547473907471,-0.25682640075683594,-0.13571417331695557,-0.3925405740737915,0.3925405740737915,False,dec_s2,decoder,2,6,0.026243225981791813,0.024950827782352764,0.021946588531136513,0.01318621247385939,0.5184126842530613,0.624955157895009
alps_east_2020-06-29T06:00:00,alps_east,synoptic,low_near,t1,q850_trace,precip_zwd,precip,30.22747747747748,18.75262583833606,1.5600626284140162e-05,1.0,850,0.0,0.006735983971812498,1.0,0.9941714463220398,0.0058285536779601735,3.7965943813323975,3.7988052368164062,3.801628589630127,0.002210855484008789,0.005034208297729492,-0.0014116764068603516,0.0036225318908691406,0.0036225318908691406,False,enc_s0,encoder,0,6,0.012174244659642378,0.01312109703818957,0.012286205931256214,0.0030368640242765346,0.8908594957149147,0.8013073692827152
alps_east_2020-06-29T06:00:00,alps_east,synoptic,low_near,t1,q850_trace,precip_zwd,precip,30.22747747747748,18.75262583833606,1.5600626284140162e-05,1.0,850,0.0,0.006735983971812498,1.0,0.9941714463220398,0.0058285536779601735,3.7965943813323975,3.7988052368164062,3.801628589630127,0.002210855484008789,0.005034208297729492,-0.0014116764068603516,0.0036225318908691406,0.0036225318908691406,False,enc_s1,encoder,1,10,0.005916166072711349,0.006841347739100456,0.005852394131943583,0.0024435540894046427,0.7391253606472423,0.7254760698190094
alps_east_2020-06-29T06:00:00,alps_east,synoptic,low_near,t1,q850_trace,precip_zwd,precip,30.22747747747748,18.75262583833606,1.5600626284140162e-05,1.0,850,0.0,0.006735983971812498,1.0,0.9941714463220398,0.0058285536779601735,3.7965943813323975,3.7988052368164062,3.801628589630127,0.002210855484008789,0.005034208297729492,-0.0014116764068603516,0.0036225318908691406,0.0036225318908691406,False,enc_s2,encoder,2,8,0.0027035532984882593,0.0028991256840527058,0.002570252021541819,0.001118221291108057,0.7094764309474068,0.6969493255195853
alps_east_2020-06-29T06:00:00,alps_east,synoptic,low_near,t1,q850_trace,precip_zwd,precip,30.22747747747748,18.75262583833606,1.5600626284140162e-05,1.0,850,0.0,0.006735983971812498,1.0,0.9941714463220398,0.0058285536779601735,3.7965943813323975,3.7988052368164062,3.801628589630127,0.002210855484008789,0.005034208297729492,-0.0014116764068603516,0.0036225318908691406,0.0036225318908691406,False,dec_s0,decoder,0,8,0.0034764943993650377,0.0037454707780852914,0.0032261510204989463,0.0016262083954643458,0.622446442180517,0.6657937012387216
