case_id,target,role,model_key,variable,input_name,target_metric,baseline,contrast,lead_h,patch_site,patch_region,score_base,score_source,score_patched,delta_source_minus_base,delta_patched_minus_base,recovery,hotspot_lat,hotspot_lon,low_near_lat,low_near_lon
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s0_skip,whole,7.7193217277526855,7.7655253410339355,7.973067283630371,0.04620361328125,0.25374555587768555,5.491898530383091,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s0_skip,target_box,7.7193217277526855,7.7655253410339355,7.893580913543701,0.04620361328125,0.17425918579101562,3.7715488771466315,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s0_skip,mountain_near,7.7193217277526855,7.7655253410339355,7.797050952911377,0.04620361328125,0.0777292251586914,1.6823191875825627,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s0_skip,upstream,7.7193217277526855,7.7655253410339355,7.821361541748047,0.04620361328125,0.10203981399536133,2.208481258256275,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s0_skip,hotspot_gaussian,7.7193217277526855,7.7655253410339355,7.9402756690979,0.04620361328125,0.22095394134521484,4.7821788309114925,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s0_skip,low_near_gaussian,7.7193217277526855,7.7655253410339355,7.723108291625977,0.04620361328125,0.0037865638732910156,0.08195384742404227,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s0_skip,remote_control,7.7193217277526855,7.7655253410339355,7.719184398651123,0.04620361328125,-0.0001373291015625,-0.00297225891677675,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s1_skip,whole,7.7193217277526855,7.7655253410339355,7.7193217277526855,0.04620361328125,0.0,0.0,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s1_skip,target_box,7.7193217277526855,7.7655253410339355,7.7193217277526855,0.04620361328125,0.0,0.0,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s1_skip,mountain_near,7.7193217277526855,7.7655253410339355,7.7193217277526855,0.04620361328125,0.0,0.0,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s1_skip,upstream,7.7193217277526855,7.7655253410339355,7.7193217277526855,0.04620361328125,0.0,0.0,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s1_skip,hotspot_gaussian,7.7193217277526855,7.7655253410339355,7.7193217277526855,0.04620361328125,0.0,0.0,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s1_skip,low_near_gaussian,7.7193217277526855,7.7655253410339355,7.7193217277526855,0.04620361328125,0.0,0.0,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s1_skip,remote_control,7.7193217277526855,7.7655253410339355,7.7193217277526855,0.04620361328125,0.0,0.0,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s2_bottleneck,whole,7.7193217277526855,7.7655253410339355,7.51084041595459,0.04620361328125,-0.2084813117980957,-4.512229607001321,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s2_bottleneck,target_box,7.7193217277526855,7.7655253410339355,7.661064147949219,0.04620361328125,-0.0582575798034668,-1.2608879623513871,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s2_bottleneck,mountain_near,7.7193217277526855,7.7655253410339355,7.6779866218566895,0.04620361328125,-0.041335105895996094,-0.8946292932628798,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s2_bottleneck,upstream,7.7193217277526855,7.7655253410339355,7.624989986419678,0.04620361328125,-0.09433174133300781,-2.0416529062087188,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s2_bottleneck,hotspot_gaussian,7.7193217277526855,7.7655253410339355,7.5676960945129395,0.04620361328125,-0.1516256332397461,-3.2816834544253632,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s2_bottleneck,low_near_gaussian,7.7193217277526855,7.7655253410339355,7.7190446853637695,0.04620361328125,-0.0002770423889160156,-0.005996119550858652,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,enc_s2_bottleneck,remote_control,7.7193217277526855,7.7655253410339355,7.717071533203125,0.04620361328125,-0.002250194549560547,-0.04870170079260238,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,dec_s0_pre_skip,whole,7.7193217277526855,7.7655253410339355,7.51084041595459,0.04620361328125,-0.2084813117980957,-4.512229607001321,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,dec_s0_pre_skip,target_box,7.7193217277526855,7.7655253410339355,7.661064147949219,0.04620361328125,-0.0582575798034668,-1.2608879623513871,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,dec_s0_pre_skip,mountain_near,7.7193217277526855,7.7655253410339355,7.6779866218566895,0.04620361328125,-0.041335105895996094,-0.8946292932628798,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,dec_s0_pre_skip,upstream,7.7193217277526855,7.7655253410339355,7.624989986419678,0.04620361328125,-0.09433174133300781,-2.0416529062087188,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,dec_s0_pre_skip,hotspot_gaussian,7.7193217277526855,7.7655253410339355,7.5676960945129395,0.04620361328125,-0.1516256332397461,-3.2816834544253632,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,dec_s0_pre_skip,low_near_gaussian,7.7193217277526855,7.7655253410339355,7.7190446853637695,0.04620361328125,-0.0002770423889160156,-0.005996119550858652,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,dec_s0_pre_skip,remote_control,7.7193217277526855,7.7655253410339355,7.717071533203125,0.04620361328125,-0.002250194549560547,-0.04870170079260238,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,dec_s1_pre_skip,whole,7.7193217277526855,7.7655253410339355,7.5110626220703125,0.04620361328125,-0.20825910568237305,-4.5074203269484805,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,dec_s1_pre_skip,target_box,7.7193217277526855,7.7655253410339355,7.624109745025635,0.04620361328125,-0.09521198272705078,-2.0607042602377805,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,dec_s1_pre_skip,mountain_near,7.7193217277526855,7.7655253410339355,7.674025535583496,0.04620361328125,-0.04529619216918945,-0.9803603863936592,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,dec_s1_pre_skip,upstream,7.7193217277526855,7.7655253410339355,7.5793938636779785,0.04620361328125,-0.13992786407470703,-3.028504788639366,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
new_zealand_alps_2020030300_secondary,new_zealand_alps,secondary,precip_large_zwd,zwd,zwd,q850_box_mean_g_per_kg,per-timestep spatial mean,actual_vs_uniform_zwd,6,dec_s1_pre_skip,hotspot_gaussian,7.7193217277526855,7.7655253410339355,7.528275966644287,0.04620361328125,-0.19104576110839844,-4.134866248348745,-41.52252252252252,168.69000921133608,-61.52252252252252,168.69000921133608
