contrast,lead_h,patch_region,n_obs,mean_recovery,median_recovery,std_recovery
actual_vs_uniform_zwd,6,hotspot_gaussian,16,-0.33429884412858407,-0.07924971135464577,2.0219051637519887
actual_vs_uniform_zwd,6,low_near_gaussian,16,0.007965585448723823,0.0038144070888316093,0.021084374588333128
actual_vs_uniform_zwd,6,mountain_near,16,-0.03688249758409458,-0.021629474002990555,0.621695982236068
actual_vs_uniform_zwd,6,remote_control,16,-0.009392868922257087,-0.0027658520475561427,0.016598285682908394
actual_vs_uniform_zwd,6,target_box,16,-0.029956215178602863,-0.04305784263623114,1.2888550487276065
actual_vs_uniform_zwd,6,upstream,16,-0.4956452705532821,0.0,1.2510717806258853
actual_vs_uniform_zwd,6,whole,16,-0.43180920672532797,-0.13922169855961236,2.4391425500362653
actual_vs_uniform_zwd,12,hotspot_gaussian,16,0.24538811561263063,0.3982555782664169,1.2593949554982702
actual_vs_uniform_zwd,12,low_near_gaussian,16,0.005996517529214307,0.008508259683522621,0.021945941564087846
actual_vs_uniform_zwd,12,mountain_near,16,0.06692477435569327,0.0,0.2666812268174568
actual_vs_uniform_zwd,12,remote_control,16,-0.0007627954030178831,0.001602324757731057,0.020665563099884307
actual_vs_uniform_zwd,12,target_box,16,0.16999883057503973,0.0,0.5433699773099131
actual_vs_uniform_zwd,12,upstream,16,0.2004488092189307,0.32429047523544147,1.1569571621581154
actual_vs_uniform_zwd,12,whole,16,0.41996453508753717,0.6084033505869502,1.470331263048568
actual_vs_uniform_zwd,24,hotspot_gaussian,16,0.10052661454589315,0.0,0.5771602939027386
actual_vs_uniform_zwd,24,low_near_gaussian,16,0.02586764007957819,0.013055790528640641,0.06665891717681936
actual_vs_uniform_zwd,24,mountain_near,16,0.05971483006321133,0.0,0.19287386446593088
actual_vs_uniform_zwd,24,remote_control,16,-0.013092522573343512,-0.011556177308817073,0.05205227000830696
actual_vs_uniform_zwd,24,target_box,16,0.0462603098541579,0.0,0.3361328035039769
actual_vs_uniform_zwd,24,upstream,16,-0.12742635028045343,-0.08499458727014308,0.3586871529914793
actual_vs_uniform_zwd,24,whole,16,0.49089873419715646,0.3561042909906405,0.9388955868209727
